cohort_month,months_since_signup,retained_customers,cohort_size_at_month,retention_pct
2023-02,3,88,88,100.0
2023-02,4,88,88,100.0
2023-02,5,88,88,100.0
2023-02,6,88,88,100.0
2023-02,7,88,88,100.0
2023-02,8,88,88,100.0
2023-02,9,88,88,100.0
2023-02,10,88,88,100.0
2023-02,11,88,88,100.0
2023-02,12,88,88,100.0
2023-02,13,88,88,100.0
2023-02,14,88,88,100.0
2023-02,15,88,88,100.0
2023-02,16,88,88,100.0
2023-02,17,88,88,100.0
2023-02,18,88,88,100.0
2023-02,19,88,88,100.0
2023-02,20,88,88,100.0
2023-02,21,88,88,100.0
2023-02,22,88,88,100.0
2023-02,23,88,88,100.0
2023-02,24,88,88,100.0
2023-03,0,65,65,100.0
2023-03,1,65,65,100.0
2023-03,2,65,65,100.0
2023-03,3,65,65,100.0
2023-03,4,65,65,100.0
2023-03,5,65,65,100.0
2023-03,6,65,65,100.0
2023-03,7,65,65,100.0
2023-03,8,65,65,100.0
2023-03,9,65,65,100.0
2023-03,10,65,65,100.0
2023-03,11,65,65,100.0
2023-03,12,65,65,100.0
2023-03,13,65,65,100.0
2023-03,14,65,65,100.0
2023-03,15,65,65,100.0
2023-03,16,65,65,100.0
2023-03,17,65,65,100.0
2023-03,18,65,65,100.0
2023-03,19,65,65,100.0
2023-03,20,65,65,100.0
2023-03,21,65,65,100.0
2023-03,22,65,65,100.0
2023-03,23,65,65,100.0
2023-03,24,65,65,100.0
2023-04,0,64,64,100.0
2023-04,1,64,64,100.0
2023-04,2,64,64,100.0
2023-04,3,64,64,100.0
2023-04,4,64,64,100.0
2023-04,5,64,64,100.0
2023-04,6,64,64,100.0
2023-04,7,64,64,100.0
2023-04,8,64,64,100.0
2023-04,9,64,64,100.0
2023-04,10,64,64,100.0
2023-04,11,64,64,100.0
2023-04,12,64,64,100.0
2023-04,13,64,64,100.0
2023-04,14,64,64,100.0
2023-04,15,64,64,100.0
2023-04,16,64,64,100.0
2023-04,17,64,64,100.0
2023-04,18,64,64,100.0
2023-04,19,64,64,100.0
2023-04,20,64,64,100.0
2023-04,21,64,64,100.0
2023-04,22,64,64,100.0
2023-04,23,64,64,100.0
2023-04,24,64,64,100.0
2023-05,0,69,69,100.0
2023-05,1,69,69,100.0
2023-05,2,69,69,100.0
2023-05,3,69,69,100.0
2023-05,4,69,69,100.0
2023-05,5,69,69,100.0
2023-05,6,69,69,100.0
2023-05,7,69,69,100.0
2023-05,8,69,69,100.0
2023-05,9,69,69,100.0
2023-05,10,69,69,100.0
2023-05,11,69,69,100.0
2023-05,12,69,69,100.0
2023-05,13,69,69,100.0
2023-05,14,69,69,100.0
2023-05,15,69,69,100.0
2023-05,16,69,69,100.0
2023-05,17,69,69,100.0
2023-05,18,69,69,100.0
2023-05,19,69,69,100.0
2023-05,20,69,69,100.0
2023-05,21,69,69,100.0
2023-05,22,69,69,100.0
2023-05,23,69,69,100.0
2023-05,24,69,69,100.0
2023-06,0,65,65,100.0
2023-06,1,65,65,100.0
2023-06,2,65,65,100.0
2023-06,3,65,65,100.0
2023-06,4,65,65,100.0
2023-06,5,65,65,100.0
2023-06,6,65,65,100.0
2023-06,7,65,65,100.0
2023-06,8,65,65,100.0
2023-06,9,65,65,100.0
2023-06,10,65,65,100.0
2023-06,11,65,65,100.0
2023-06,12,65,65,100.0
2023-06,13,65,65,100.0
2023-06,14,65,65,100.0
2023-06,15,65,65,100.0
2023-06,16,65,65,100.0
2023-06,17,65,65,100.0
2023-06,18,65,65,100.0
2023-06,19,65,65,100.0
2023-06,20,65,65,100.0
2023-06,21,65,65,100.0
2023-06,22,65,65,100.0
2023-06,23,65,65,100.0
2023-06,24,65,65,100.0
2023-07,0,72,72,100.0
2023-07,1,72,72,100.0
2023-07,2,72,72,100.0
2023-07,3,72,72,100.0
2023-07,4,72,72,100.0
2023-07,5,72,72,100.0
2023-07,6,72,72,100.0
2023-07,7,72,72,100.0
2023-07,8,72,72,100.0
2023-07,9,72,72,100.0
2023-07,10,72,72,100.0
2023-07,11,72,72,100.0
2023-07,12,72,72,100.0
2023-07,13,72,72,100.0
2023-07,14,72,72,100.0
2023-07,15,72,72,100.0
2023-07,16,72,72,100.0
2023-07,17,72,72,100.0
2023-07,18,72,72,100.0
2023-07,19,72,72,100.0
2023-07,20,72,72,100.0
2023-07,21,72,72,100.0
2023-07,22,72,72,100.0
2023-07,23,72,72,100.0
2023-07,24,72,72,100.0
2023-08,0,72,72,100.0
2023-08,1,72,72,100.0
2023-08,2,72,72,100.0
2023-08,3,72,72,100.0
2023-08,4,72,72,100.0
2023-08,5,72,72,100.0
2023-08,6,72,72,100.0
2023-08,7,72,72,100.0
2023-08,8,72,72,100.0
2023-08,9,72,72,100.0
2023-08,10,72,72,100.0
2023-08,11,72,72,100.0
2023-08,12,72,72,100.0
2023-08,13,72,72,100.0
2023-08,14,72,72,100.0
2023-08,15,72,72,100.0
2023-08,16,72,72,100.0
2023-08,17,72,72,100.0
2023-08,18,72,72,100.0
2023-08,19,72,72,100.0
2023-08,20,72,72,100.0
2023-08,21,72,72,100.0
2023-08,22,72,72,100.0
2023-08,23,72,72,100.0
2023-08,24,72,72,100.0
2023-09,0,57,57,100.0
2023-09,1,57,57,100.0
2023-09,2,57,57,100.0
2023-09,3,57,57,100.0
2023-09,4,57,57,100.0
2023-09,5,57,57,100.0
2023-09,6,57,57,100.0
2023-09,7,57,57,100.0
2023-09,8,57,57,100.0
2023-09,9,57,57,100.0
2023-09,10,57,57,100.0
2023-09,11,57,57,100.0
2023-09,12,57,57,100.0
2023-09,13,57,57,100.0
2023-09,14,57,57,100.0
2023-09,15,57,57,100.0
2023-09,16,57,57,100.0
2023-09,17,57,57,100.0
2023-09,18,57,57,100.0
2023-09,19,57,57,100.0
2023-09,20,57,57,100.0
2023-09,21,57,57,100.0
2023-09,22,57,57,100.0
2023-09,23,57,57,100.0
2023-09,24,57,57,100.0
2023-10,0,72,72,100.0
2023-10,1,72,72,100.0
2023-10,2,72,72,100.0
2023-10,3,72,72,100.0
2023-10,4,72,72,100.0
2023-10,5,72,72,100.0
2023-10,6,72,72,100.0
2023-10,7,72,72,100.0
2023-10,8,72,72,100.0
2023-10,9,72,72,100.0
2023-10,10,72,72,100.0
2023-10,11,72,72,100.0
2023-10,12,72,72,100.0
2023-10,13,72,72,100.0
2023-10,14,72,72,100.0
2023-10,15,72,72,100.0
2023-10,16,72,72,100.0
2023-10,17,72,72,100.0
2023-10,18,72,72,100.0
2023-10,19,72,72,100.0
2023-10,20,72,72,100.0
2023-10,21,72,72,100.0
2023-10,22,72,72,100.0
2023-10,23,72,72,100.0
2023-10,24,72,72,100.0
2023-11,0,79,79,100.0
2023-11,1,79,79,100.0
2023-11,2,79,79,100.0
2023-11,3,79,79,100.0
2023-11,4,79,79,100.0
2023-11,5,79,79,100.0
2023-11,6,79,79,100.0
2023-11,7,79,79,100.0
2023-11,8,79,79,100.0
2023-11,9,79,79,100.0
2023-11,10,79,79,100.0
2023-11,11,79,79,100.0
2023-11,12,79,79,100.0
2023-11,13,79,79,100.0
2023-11,14,79,79,100.0
2023-11,15,79,79,100.0
2023-11,16,79,79,100.0
2023-11,17,79,79,100.0
2023-11,18,79,79,100.0
2023-11,19,79,79,100.0
2023-11,20,79,79,100.0
2023-11,21,79,79,100.0
2023-11,22,79,79,100.0
2023-11,23,79,79,100.0
2023-11,24,79,79,100.0
2023-12,0,79,79,100.0
2023-12,1,79,79,100.0
2023-12,2,79,79,100.0
2023-12,3,79,79,100.0
2023-12,4,79,79,100.0
2023-12,5,79,79,100.0
2023-12,6,79,79,100.0
2023-12,7,79,79,100.0
2023-12,8,79,79,100.0
2023-12,9,79,79,100.0
2023-12,10,79,79,100.0
2023-12,11,79,79,100.0
2023-12,12,79,79,100.0
2023-12,13,79,79,100.0
2023-12,14,79,79,100.0
2023-12,15,79,79,100.0
2023-12,16,79,79,100.0
2023-12,17,79,79,100.0
2023-12,18,79,79,100.0
2023-12,19,79,79,100.0
2023-12,20,79,79,100.0
2023-12,21,79,79,100.0
2023-12,22,79,79,100.0
2023-12,23,79,79,100.0
2023-12,24,79,79,100.0
2024-01,0,94,94,100.0
2024-01,1,94,94,100.0
2024-01,2,94,94,100.0
2024-01,3,94,94,100.0
2024-01,4,94,94,100.0
2024-01,5,94,94,100.0
2024-01,6,94,94,100.0
2024-01,7,94,94,100.0
2024-01,8,94,94,100.0
2024-01,9,94,94,100.0
2024-01,10,94,94,100.0
2024-01,11,94,94,100.0
2024-01,12,94,94,100.0
2024-01,13,94,94,100.0
2024-01,14,94,94,100.0
2024-01,15,94,94,100.0
2024-01,16,94,94,100.0
2024-01,17,94,94,100.0
2024-01,18,94,94,100.0
2024-01,19,94,94,100.0
2024-01,20,94,94,100.0
2024-01,21,94,94,100.0
2024-01,22,94,94,100.0
2024-01,23,94,94,100.0
2024-01,24,71,94,75.5
2024-02,0,85,85,100.0
2024-02,1,85,85,100.0
2024-02,2,85,85,100.0
2024-02,3,85,85,100.0
2024-02,4,85,85,100.0
2024-02,5,85,85,100.0
2024-02,6,85,85,100.0
2024-02,7,85,85,100.0
2024-02,8,85,85,100.0
2024-02,9,85,85,100.0
2024-02,10,85,85,100.0
2024-02,11,85,85,100.0
2024-02,12,85,85,100.0
2024-02,13,85,85,100.0
2024-02,14,85,85,100.0
2024-02,15,85,85,100.0
2024-02,16,85,85,100.0
2024-02,17,85,85,100.0
2024-02,18,85,85,100.0
2024-02,19,85,85,100.0
2024-02,20,85,85,100.0
2024-02,21,85,85,100.0
2024-02,22,85,85,100.0
2024-02,23,72,85,84.7
2024-03,0,90,90,100.0
2024-03,1,90,90,100.0
2024-03,2,90,90,100.0
2024-03,3,90,90,100.0
2024-03,4,90,90,100.0
2024-03,5,90,90,100.0
2024-03,6,90,90,100.0
2024-03,7,90,90,100.0
2024-03,8,90,90,100.0
2024-03,9,90,90,100.0
2024-03,10,90,90,100.0
2024-03,11,90,90,100.0
2024-03,12,90,90,100.0
2024-03,13,90,90,100.0
2024-03,14,90,90,100.0
2024-03,15,90,90,100.0
2024-03,16,90,90,100.0
2024-03,17,90,90,100.0
2024-03,18,90,90,100.0
2024-03,19,90,90,100.0
2024-03,20,90,90,100.0
2024-03,21,90,90,100.0
2024-03,22,63,90,70.0
2024-04,0,63,63,100.0
2024-04,1,63,63,100.0
2024-04,2,63,63,100.0
2024-04,3,63,63,100.0
2024-04,4,63,63,100.0
2024-04,5,63,63,100.0
2024-04,6,63,63,100.0
2024-04,7,63,63,100.0
2024-04,8,63,63,100.0
2024-04,9,63,63,100.0
2024-04,10,63,63,100.0
2024-04,11,63,63,100.0
2024-04,12,63,63,100.0
2024-04,13,63,63,100.0
2024-04,14,63,63,100.0
2024-04,15,63,63,100.0
2024-04,16,63,63,100.0
2024-04,17,63,63,100.0
2024-04,18,63,63,100.0
2024-04,19,63,63,100.0
2024-04,20,63,63,100.0
2024-04,21,46,63,73.0
2024-05,0,71,71,100.0
2024-05,1,71,71,100.0
2024-05,2,71,71,100.0
2024-05,3,71,71,100.0
2024-05,4,71,71,100.0
2024-05,5,71,71,100.0
2024-05,6,71,71,100.0
2024-05,7,71,71,100.0
2024-05,8,71,71,100.0
2024-05,9,71,71,100.0
2024-05,10,71,71,100.0
2024-05,11,71,71,100.0
2024-05,12,71,71,100.0
2024-05,13,71,71,100.0
2024-05,14,71,71,100.0
2024-05,15,71,71,100.0
2024-05,16,71,71,100.0
2024-05,17,71,71,100.0
2024-05,18,71,71,100.0
2024-05,19,71,71,100.0
2024-05,20,53,71,74.6
2024-06,0,73,73,100.0
2024-06,1,73,73,100.0
2024-06,2,73,73,100.0
2024-06,3,73,73,100.0
2024-06,4,73,73,100.0
2024-06,5,73,73,100.0
2024-06,6,73,73,100.0
2024-06,7,73,73,100.0
2024-06,8,73,73,100.0
2024-06,9,73,73,100.0
2024-06,10,73,73,100.0
2024-06,11,73,73,100.0
2024-06,12,73,73,100.0
2024-06,13,73,73,100.0
2024-06,14,73,73,100.0
2024-06,15,73,73,100.0
2024-06,16,73,73,100.0
2024-06,17,73,73,100.0
2024-06,18,73,73,100.0
2024-06,19,54,73,74.0
2024-07,0,97,97,100.0
2024-07,1,97,97,100.0
2024-07,2,97,97,100.0
2024-07,3,97,97,100.0
2024-07,4,97,97,100.0
2024-07,5,97,97,100.0
2024-07,6,97,97,100.0
2024-07,7,97,97,100.0
2024-07,8,97,97,100.0
2024-07,9,97,97,100.0
2024-07,10,97,97,100.0
2024-07,11,97,97,100.0
2024-07,12,97,97,100.0
2024-07,13,97,97,100.0
2024-07,14,97,97,100.0
2024-07,15,97,97,100.0
2024-07,16,97,97,100.0
2024-07,17,97,97,100.0
2024-07,18,73,97,75.3
2024-08,0,87,87,100.0
2024-08,1,87,87,100.0
2024-08,2,87,87,100.0
2024-08,3,87,87,100.0
2024-08,4,87,87,100.0
2024-08,5,87,87,100.0
2024-08,6,87,87,100.0
2024-08,7,87,87,100.0
2024-08,8,87,87,100.0
2024-08,9,87,87,100.0
2024-08,10,87,87,100.0
2024-08,11,87,87,100.0
2024-08,12,87,87,100.0
2024-08,13,87,87,100.0
2024-08,14,87,87,100.0
2024-08,15,87,87,100.0
2024-08,16,87,87,100.0
2024-08,17,61,87,70.1
2024-09,0,80,80,100.0
2024-09,1,80,80,100.0
2024-09,2,80,80,100.0
2024-09,3,80,80,100.0
2024-09,4,80,80,100.0
2024-09,5,80,80,100.0
2024-09,6,80,80,100.0
2024-09,7,80,80,100.0
2024-09,8,80,80,100.0
2024-09,9,80,80,100.0
2024-09,10,80,80,100.0
2024-09,11,80,80,100.0
2024-09,12,80,80,100.0
2024-09,13,80,80,100.0
2024-09,14,80,80,100.0
2024-09,15,80,80,100.0
2024-09,16,52,80,65.0
2024-10,0,99,99,100.0
2024-10,1,99,99,100.0
2024-10,2,99,99,100.0
2024-10,3,99,99,100.0
2024-10,4,99,99,100.0
2024-10,5,99,99,100.0
2024-10,6,99,99,100.0
2024-10,7,99,99,100.0
2024-10,8,99,99,100.0
2024-10,9,99,99,100.0
2024-10,10,99,99,100.0
2024-10,11,99,99,100.0
2024-10,12,99,99,100.0
2024-10,13,99,99,100.0
2024-10,14,99,99,100.0
2024-10,15,62,99,62.6
2024-11,0,76,76,100.0
2024-11,1,76,76,100.0
2024-11,2,76,76,100.0
2024-11,3,76,76,100.0
2024-11,4,76,76,100.0
2024-11,5,76,76,100.0
2024-11,6,76,76,100.0
2024-11,7,76,76,100.0
2024-11,8,76,76,100.0
2024-11,9,76,76,100.0
2024-11,10,76,76,100.0
2024-11,11,76,76,100.0
2024-11,12,76,76,100.0
2024-11,13,76,76,100.0
2024-11,14,52,76,68.4
2024-12,0,109,109,100.0
2024-12,1,109,109,100.0
2024-12,2,109,109,100.0
2024-12,3,109,109,100.0
2024-12,4,109,109,100.0
2024-12,5,109,109,100.0
2024-12,6,109,109,100.0
2024-12,7,109,109,100.0
2024-12,8,109,109,100.0
2024-12,9,109,109,100.0
2024-12,10,109,109,100.0
2024-12,11,109,109,100.0
2024-12,12,109,109,100.0
2024-12,13,71,109,65.1
2025-01,0,117,117,100.0
2025-01,1,117,117,100.0
2025-01,2,117,117,100.0
2025-01,3,117,117,100.0
2025-01,4,117,117,100.0
2025-01,5,117,117,100.0
2025-01,6,117,117,100.0
2025-01,7,117,117,100.0
2025-01,8,117,117,100.0
2025-01,9,117,117,100.0
2025-01,10,117,117,100.0
2025-01,11,117,117,100.0
2025-01,12,79,117,67.5
2025-02,0,99,99,100.0
2025-02,1,99,99,100.0
2025-02,2,99,99,100.0
2025-02,3,99,99,100.0
2025-02,4,99,99,100.0
2025-02,5,99,99,100.0
2025-02,6,99,99,100.0
2025-02,7,99,99,100.0
2025-02,8,99,99,100.0
2025-02,9,99,99,100.0
2025-02,10,99,99,100.0
2025-02,11,68,99,68.7
2025-03,0,116,116,100.0
2025-03,1,116,116,100.0
2025-03,2,116,116,100.0
2025-03,3,116,116,100.0
2025-03,4,116,116,100.0
2025-03,5,116,116,100.0
2025-03,6,116,116,100.0
2025-03,7,116,116,100.0
2025-03,8,116,116,100.0
2025-03,9,116,116,100.0
2025-03,10,71,116,61.2
2025-04,0,119,119,100.0
2025-04,1,119,119,100.0
2025-04,2,119,119,100.0
2025-04,3,119,119,100.0
2025-04,4,119,119,100.0
2025-04,5,119,119,100.0
2025-04,6,119,119,100.0
2025-04,7,119,119,100.0
2025-04,8,119,119,100.0
2025-04,9,73,119,61.3
2025-05,0,123,123,100.0
2025-05,1,123,123,100.0
2025-05,2,123,123,100.0
2025-05,3,123,123,100.0
2025-05,4,123,123,100.0
2025-05,5,123,123,100.0
2025-05,6,123,123,100.0
2025-05,7,123,123,100.0
2025-05,8,81,123,65.9
2025-06,0,131,131,100.0
2025-06,1,131,131,100.0
2025-06,2,131,131,100.0
2025-06,3,131,131,100.0
2025-06,4,131,131,100.0
2025-06,5,131,131,100.0
2025-06,6,131,131,100.0
2025-06,7,80,131,61.1
2025-07,0,110,110,100.0
2025-07,1,110,110,100.0
2025-07,2,110,110,100.0
2025-07,3,110,110,100.0
2025-07,4,110,110,100.0
2025-07,5,110,110,100.0
2025-07,6,70,110,63.6
2025-08,0,133,133,100.0
2025-08,1,133,133,100.0
2025-08,2,133,133,100.0
2025-08,3,133,133,100.0
2025-08,4,133,133,100.0
2025-08,5,69,133,51.9
2025-09,0,176,176,100.0
2025-09,1,176,176,100.0
2025-09,2,176,176,100.0
2025-09,3,176,176,100.0
2025-09,4,93,176,52.8
2025-10,0,200,200,100.0
2025-10,1,200,200,100.0
2025-10,2,200,200,100.0
2025-10,3,106,200,53.0
2025-11,0,238,238,100.0
2025-11,1,238,238,100.0
2025-11,2,115,238,48.3
2025-12,0,613,613,100.0
2025-12,1,233,613,38.0
